inputs,target 
we own several dogs. @ my mother works in healthcare.,I love having lots of dogs.  We can afford it because my mom is a doctor.
i drive for work. @ i am a driver for a local bakery.,I drive a small truck.
i drive for work. @ i am a driver for a local bakery.,"Because I drive so much for work, I refuse to drive anywhere on my time off, whether it's to the store or shopping."
i drive for work. @ i am a driver for a local bakery.,I drive so much to get to work.  All that driving made me decide to handle deliveries for my bakery job since I know the area.
my parents are both dead. @ i refuse to ride the bus.,My father has a fear of airplanes and he has refused to fly for my entire life so far.
i enjoy fishing. @ i have three dogs.,"I like being outside, too. I like to take my dogs to the park. I have three dogs."
i enjoy fishing. @ i have three dogs.,I too like to fish.  I also love spending time with my three dogs with is why I want to move to the country.
i love art museums. @ i lease my car.,I am saving to start my own art collection.  I save on car payments.
i love art museums. @ i lease my car.,"I can't afford to go to art museums very often, though."
i am next in line to become queen of england. @ i have five cats.,"As a joke, I named my cats after the famous kings and queens of history."
i am next in line to become queen of england. @ i have five cats.,my cats will also be important royalty.
i am next in line to become queen of england. @ i have five cats.,i have five cats and am next in line to become queen of england.
i am a yoga instructor. @ i am very health conscious,It's important to approach health from all angles. I am very health conscious for that reason.
i am a yoga instructor. @ i am very health conscious,I am also a vegan.
i regularly go to the gym. @ my favorite meal is chicken and rice.,I go to the gym and try to eat healthy.  I really like chicken and rice.
i play a lot of video games. @ i love cats.,My new kitten watches me play
i play a lot of video games. @ i love cats.,I don't like wearing jeans.
i play a lot of video games. @ i love cats.,I usually play them at home on my sofa with my cats on my lap.  It can get uncomfortable but its okay because I love cats.
i enjoy naming my pets random things. @ i do not know my parents.,I got my first pet after I graduated from foster care.
i enjoy naming my pets random things. @ i do not know my parents.,"My parents like to do that too, they named my childhood dog Twinkle."
i enjoy naming my pets random things. @ i do not know my parents.,"I didn't have parents growing up, but I did have pets, and I remember the names of every one of them to this day."
i like to garden. @ i love the outdoors.,"I do, too. I wish I had a bigger yard. I love the outdoors."
i like to garden. @ i love the outdoors.,I love the outdoors in one of the best things to do when you’re out there his garden.
i like to garden. @ i love the outdoors.,It's nice to spend time out of the house.
i hate school. @ i enjoy summer walking and reading.,I love when it snows.
i hate school. @ i enjoy summer walking and reading.,"Me too, I much prefer summer, taking walks and reading."
i hate school. @ i enjoy summer walking and reading.,"I just don't like having to sit in a classroom all day, I really prefer the summer when I can go walking and read what I want."
i like swimming. @ my favorite thing to do is research race cars in my free time.,I've never been good at swimming. I prefer my activities on dry land. My favorite thing to do is research race cars in my free time.
i like swimming. @ my favorite thing to do is research race cars in my free time.,Having a nonwork activity is important for mental health.
on evenings and weekends i enjoy televised sports and cartoons. @ i am a fan of the minnesota twins.,In my free time I like to watch the minnesota twins and cartoons.
